Fecha,COD_VIAJE,CLIENTE,UBICACION,Tarifa,CANTIDAD,PILOTO,Q,CREDITO,UNIDAD,C_CLIENTE,MAX,Conos,Custodio,GPS
25-01-17,10000911,HOSPITAL ROOSEVELT,76001,0.2646,1168,Ismael Rodero Monteagudo,309,60,Camion Grande,3,1200,x, ,x
25-01-17,10001135,ABARROTERIA EBENEZER,76001,0.276,1694,Juan Francisco Portillo Gomez,467.5,30,Camion Grande,1,1700,x,x,x
25-01-17,10001217,UBIQUO LABS,76001,0.2524,1696,Hector Giron,428,60,Camion Grande,2,1700,x, ,x
25-01-17,10002013,UBIQUO LABS,76002,0.2556,359,Pedro Alvarez Parejo,91.75,60,Panel,1,400,x, , 
26-01-17,10000061,EL GALLO NEGRO,76002,0.2644,1177,Pedro Alvarez Parejo,311.25,90,Camion Grande,4,1200,x, , 
26-01-17,10000679,TIENDA LA BENDICION,76001,0.2527,1842,Fernando Mariano Berrio,465.5,90,Camion Grande,3,1900,x, ,x
26-01-17,10000816,TAQUERIA EL CHINITO,76002,0.2618,851,Hector Giron,222.75,60,Camion Pequeño,0,900, ,x,x
26-01-17,10000846,TIENDA LA BENDICION,76001,0.2673,752,Fernando Mariano Berrio,201,90,Camion Pequeño,,800, ,x,x
26-01-17,10000899,TAQUERIA EL CHINITO,76002,0.2599,807,Pedro Alvarez Parejo,209.75,60,Camion Pequeño,,900, , ,x
26-01-17,10000997,POLLO PINULITO,76002,0.2998,904,Hector Aragones Frutos,271,30,Camion Pequeño,,1000,x, ,x
26-01-17,10001302,TIENDA LA BENDICION,76002,0.2832,1083,Felipe Villatoro,306.75,30,Camion Grande,3,1100,x, ,x
26-01-17,10002146,POLLO PINULITO,76002,0.2511,1767,Luis Jaime Urbano,443.75,30,Camion Grande,2,1800,x, ,x
27-01-17,10000659,ABARROTERIA EBENEZER,76002,0.4089,214,Ismael Rodero Monteagudo,87.5,60,Panel,,300, , ,x
27-01-17,10000717,UBIQUO LABS / Ajuste,76002,,823,Juan Francisco Portillo Gomez,210.75,90,Camion Pequeño,,900,x, ,x
27-01-17,10001305,TAQUERIA EL CHINITO,76001,0.2961,867,Hector Aragones Frutos,256.75,30,Camion Pequeño,1,900,x, ,x
27-01-17,10001363,EL PINCHE OBELISCO / Ajuste,76001,,1107,Hector Aragones Frutos,280.75,90,Camion Grande,5,1200,x,x,x
27-01-17,10002039,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2517,599,Hector Aragones Frutos,150.75,30,Camion Pequeño,3,600, ,x,x
28-01-17,10000187,HOSPITAL ROOSEVELT,76001,0.2733,1847,Angel Valdez Alegria,504.75,30,Camion Grande,,1900, , ,x
28-01-17,10000226,BAR LA OFICINA,76002,0.2516,1846,Angel Valdez Alegria,464.5,60,Camion Grande,4,1900,x, , 
28-01-17,10000352,POLLO PINULITO,76001,0.2832,1445,Hector Giron,409.25,30,Camion Grande,,1500,x, ,x
28-01-17,10000437,HOSPITAL ROOSEVELT,76002,0.4113,248,Ismael Rodero Monteagudo,102,90,Panel,,300,x,x,x
28-01-17,10000845,EL PINCHE OBELISCO / Ajuste,76002,,1507,Hector Aragones Frutos,380.75,60,Camion Grande,,1600,x, ,x
28-01-17,10000855,TAQUERIA EL CHINITO,76001,0.2683,1753,Pedro Alvarez Parejo,470.25,30,Camion Grande,,1800,x, ,x
28-01-17,10001181,POLLO PINULITO,76001,0.2708,1970,Fernando Mariano Berrio,533.5,30,Camion Grande,0,2000,x, ,x
28-01-17,10001492,POLLO PINULITO,76002,0.2965,838,Hector Giron,248.5,30,Camion Pequeño,2,900,x,x,x
28-01-17,10001846,HOSPITAL ROOSEVELT,76001,0.2812,802,Hector Aragones Frutos,225.5,30,Camion Pequeño,4,900, ,x,x
29-01-17,10000179,TAQUERIA EL CHINITO,76002,0.276,1271,Felipe Villatoro,350.75,60,Camion Grande,3,1300,x,x,x
29-01-17,10000950,EL PINCHE OBELISCO,76001,0.3823,310,Luis Jaime Urbano,118.5,60,Panel,1,400,x, ,x
29-01-17,10001322,HOSPITAL LAS AMERICAS,76002,0.2696,1174,Pedro Alvarez Parejo,316.5,90,Camion Grande,3,1200, , ,x
29-01-17,10001444,TAQUERIA EL CHINITO,76001,0.2851,996,Hector Giron,284,60,Camion Pequeño,1,1000, , ,x
30-01-17,10000672,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2775,690,Angel Valdez Alegria,191.5,90,Camion Pequeño,0,700,x, ,x
30-01-17,10000937,UBIQUO LABS / Ajuste,76001,,1028,Pedro Alvarez Parejo,261,90,Camion Grande,4,1100,x, ,x
30-01-17,10001710,UBIQUO LABS / Ajuste,76002,,1943,Fernando Mariano Berrio,491.75,30,Camion Grande,1,2000,x,x,x
30-01-17,10001889,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2895,988,Luis Jaime Urbano,286,90,Camion Pequeño,0,1000, , ,x
30-01-17,10002084,HOSPITAL LAS AMERICAS,76001,0.2608,1569,Hector Giron,409.25,90,Camion Grande,,1600, ,x,x
31-01-17,10000119,"SPORTA, S.A.",76002,0.2688,1652,Hector Giron,444,60,Camion Grande,2,1700,x,x,x
31-01-17,10000532,TAQUERIA EL CHINITO,76002,0.277,1445,Hector Giron,400.25,30,Camion Grande,3,1500,x, ,x
31-01-17,10000703,CHICHARRONERIA EL RICO COLESTEROL,76002,0.2591,1093,Juan Francisco Portillo Gomez,283.25,60,Camion Grande,3,1100, , ,x
31-01-17,10000792,HOSPITAL ROOSEVELT,76001,0.255,1811,Juan Francisco Portillo Gomez,461.75,90,Camion Grande,1,1900,x, ,x
31-01-17,10000804,TAQUERIA EL CHINITO,76002,0.252,505,Angel Valdez Alegria,127.25,30,Camion Pequeño,2,600,x,x,x
31-01-17,10001440,TIENDA LA BENDICION,76002,0.3477,389,Felipe Villatoro,135.25,60,Panel,2,400, , ,x
31-01-17,10001507,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2742,1899,Pedro Alvarez Parejo,520.75,90,Camion Grande,2,1900,x, ,x
31-01-17,10001762,TIENDA LA BENDICION,76001,0.378,328,Pedro Alvarez Parejo,124,90,Panel,4,400,x, ,x
01-02-17,10000521,HOSPITAL LAS AMERICAS,76001,0.2813,831,Juan Francisco Portillo Gomez,233.75,60,Camion Pequeño,,900,x,x,x
01-02-17,10000622,ABARROTERIA EBENEZER,76002,0.2622,902,Fernando Mariano Berrio,236.5,60,Camion Pequeño,2,1000,x,x,x
01-02-17,10000795,ABARROTERIA EBENEZER,76001,0.2568,1914,Luis Jaime Urbano,491.5,60,Camion Grande,2,2000,x, ,x
01-02-17,10000976,TAQUERIA EL CHINITO,76001,0.2538,1848,Angel Valdez Alegria,469,30,Camion Grande,,1900,x, ,x
01-02-17,10001254,TIENDA LA BENDICION,76002,0.2575,1063,Felipe Villatoro,273.75,30,Camion Grande,,1100,x,x, 
01-02-17,10001737,UBIQUO LABS,76001,0.3151,553,Luis Jaime Urbano,174.25,90,Camion Pequeño,1,600,x, ,x
01-02-17,10001907,HOSPITAL LAS AMERICAS,76002,0.2561,1960,Ismael Rodero Monteagudo,502,60,Camion Grande,5,2000,x,x,x
01-02-17,10001989,HOSPITAL LAS AMERICAS,76001,0.2729,873,Pedro Alvarez Parejo,238.25,90,Camion Pequeño,3,900, , ,x
01-02-17,10002104,HOSPITAL ROOSEVELT,76002,0.306,875,Felipe Villatoro,267.75,30,Camion Pequeño,5,900, , ,x
02-02-17,10000011,TAQUERIA EL CHINITO,76001,0.2522,1782,Luis Jaime Urbano,449.5,60,Camion Grande,2,1800,x,x,x
02-02-17,10000745,"SPORTA, S.A.",76001,0.2783,318,Fernando Mariano Berrio,88.5,30,Panel,1,400,x,x,x
02-02-17,10002090,UBIQUO LABS / Ajuste,76002,,1579,Luis Jaime Urbano,428.75,60,Camion Grande,,1600,x,x,x
03-02-17,10000216,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2803,1421,Fernando Mariano Berrio,398.25,30,Camion Grande,4,1500, ,x, 
03-02-17,10000611,POLLO PINULITO,76001,0.2923,1016,Felipe Villatoro,297,60,Camion Grande,3,1100,x, ,x
03-02-17,10000906,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2573,820,Luis Jaime Urbano,211,90,Camion Pequeño,5,900, , ,x
03-02-17,10001845,TIENDA LA BENDICION,76001,0.2849,1347,Hector Aragones Frutos,383.75,60,Camion Grande,0,1400,x,x,x
03-02-17,10002119,ABARROTERIA EBENEZER,76002,0.2747,1779,Ismael Rodero Monteagudo,488.75,30,Camion Grande,1,1800,x, ,x
04-02-17,10000078,"SPORTA, S.A.",76002,0.2625,1760,Juan Francisco Portillo Gomez,462,30,Camion Grande,3,1800, , ,x
04-02-17,10000197,TIENDA LA BENDICION,76002,0.2744,1640,Hector Aragones Frutos,450,30,Camion Grande,,1700, ,x,x
04-02-17,10000204,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2815,1333,Angel Valdez Alegria,375.25,90,Camion Grande,2,1400,x,x,x
04-02-17,10000382,EL PINCHE OBELISCO / Ajuste,76001,,693,Angel Valdez Alegria,177.25,30,Camion Pequeño,4,700,x,x,x
04-02-17,10000776,CHICHARRONERIA EL RICO COLESTEROL,76002,0.2553,1513,Ismael Rodero Monteagudo,386.25,60,Camion Grande,3,1600, ,x,x
04-02-17,10001102,EL PINCHE OBELISCO / Ajuste,76001,,1755,Hector Aragones Frutos,474.75,30,Camion Grande,1,1800, , ,x
04-02-17,10001222,UBIQUO LABS,76002,0.2542,1434,Luis Jaime Urbano,364.5,30,Camion Grande,0,1500,x,x,x
05-02-17,10000678,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2897,907,Hector Giron,262.75,90,Camion Pequeño,3,1000,x,x, 
05-02-17,10001395,TIENDA LA BENDICION,76001,0.2584,716,Angel Valdez Alegria,185,60,Camion Pequeño,3,800,x,x, 
05-02-17,10002046,TAQUERIA EL CHINITO,76002,0.2736,1103,Fernando Mariano Berrio,301.75,90,Camion Grande,3,1200,x,x,x
06-02-17,10000130,HOSPITAL LAS AMERICAS,76001,0.2589,1459,Hector Aragones Frutos,377.75,30,Camion Grande,4,1500, , ,x
06-02-17,10000376,TAQUERIA EL CHINITO,76002,0.2549,1639,Ismael Rodero Monteagudo,417.75,60,Camion Grande,2,1700,x, ,x
06-02-17,10000485,UBIQUO LABS,76001,0.2804,1482,Felipe Villatoro,415.5,30,Camion Grande,4,1500,x, ,x
06-02-17,10000505,"SPORTA, S.A.",76002,0.286,611,Ismael Rodero Monteagudo,174.75,60,Camion Pequeño,4,700,x, ,x
06-02-17,10000647,BAR LA OFICINA,76002,0.2648,203,Hector Giron,53.75,90,Panel,,300,x, ,x
06-02-17,10000799,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2597,310,Luis Jaime Urbano,80.5,30,Panel,4,400,x, ,x
06-02-17,10001108,TAQUERIA EL CHINITO,76001,0.2759,540,Hector Giron,149,60,Camion Pequeño,4,600,x,x,x
06-02-17,10001275,CHICHARRONERIA EL RICO COLESTEROL,76002,0.3366,439,Felipe Villatoro,147.75,60,Panel,0,500, , , 
06-02-17,10001773,UBIQUO LABS / Ajuste,76002,,1754,Ismael Rodero Monteagudo,483.5,30,Camion Grande,,1800, ,x,x
06-02-17,10002138,BAR LA OFICINA,76002,0.2757,1866,Felipe Villatoro,514.5,90,Camion Grande,1,1900,x,x,x
07-02-17,10000144,TIENDA LA BENDICION,76001,0.2648,540,Angel Valdez Alegria,143,30,Camion Pequeño,0,600, ,x,x
07-02-17,10000160,UBIQUO LABS,76001,0.334,369,Felipe Villatoro,123.25,30,Panel,1,400, , ,x
07-02-17,10000240,ABARROTERIA EBENEZER,76001,0.2754,1101,Hector Aragones Frutos,303.25,90,Camion Grande,3,1200,x, ,x
07-02-17,10000737,HOSPITAL LAS AMERICAS,76001,0.2726,1595,Felipe Villatoro,434.75,30,Camion Grande,4,1600,x, ,x
07-02-17,10000815,UBIQUO LABS,76002,0.2885,598,Hector Giron,172.5,30,Camion Pequeño,2,600,x, ,x
07-02-17,10000881,BAR LA OFICINA,76001,0.2809,1132,Ismael Rodero Monteagudo,318,60,Camion Grande,2,1200,x, ,x
07-02-17,10000884,EL PINCHE OBELISCO,76002,0.272,1455,Fernando Mariano Berrio,395.75,30,Camion Grande,4,1500, , ,x
07-02-17,10001040,TIENDA LA BENDICION,76001,0.2725,445,Ismael Rodero Monteagudo,121.25,60,Panel,,500,x,x,x
07-02-17,10001526,ABARROTERIA EBENEZER,76002,0.2625,1599,Pedro Alvarez Parejo,419.75,30,Camion Grande,3,1600,x, ,x
07-02-17,10001580,POLLO PINULITO,76002,0.2591,877,Hector Giron,227.25,30,Camion Pequeño,4,900,x,x,x
07-02-17,10001716,TIENDA LA BENDICION,76001,0.2759,1624,Pedro Alvarez Parejo,448,30,Camion Grande,2,1700,x, ,x
07-02-17,10001899,TIENDA LA BENDICION,76001,0.2669,237,Felipe Villatoro,63.25,60,Panel,5,300,x,x,x
07-02-17,10001959,CHICHARRONERIA EL RICO COLESTEROL,76002,0.3047,676,Juan Francisco Portillo Gomez,206,90,Camion Pequeño,3,700,x, ,x
07-02-17,10002122,UBIQUO LABS,76002,0.2858,1062,Juan Francisco Portillo Gomez,303.5,60,Camion Grande,0,1100, , , 
08-02-17,10001035,"SPORTA, S.A.",76002,0.3615,287,Hector Aragones Frutos,103.75,90,Panel,2,300,x, ,x
08-02-17,10001712,UBIQUO LABS / Ajuste,76001,,1990,Hector Giron,541.5,30,Camion Grande,,2000,x, ,x
08-02-17,10001836,POLLO PINULITO,76002,0.2591,549,Ismael Rodero Monteagudo,142.25,30,Camion Pequeño,3,600,x, ,x
09-02-17,10000489,TAQUERIA EL CHINITO,76002,0.2671,878,Ismael Rodero Monteagudo,234.5,90,Camion Pequeño,3,900,x, ,x
09-02-17,10001125,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2656,576,Ismael Rodero Monteagudo,153,90,Camion Pequeño,5,600,x, ,x
09-02-17,10001317,TAQUERIA EL CHINITO,76001,0.3179,604,Luis Jaime Urbano,192,60,Camion Pequeño,4,700,x,x,x
09-02-17,10001546,HOSPITAL ROOSEVELT,76001,0.3309,507,Luis Jaime Urbano,167.75,30,Camion Pequeño,4,600,x,x,x
09-02-17,10002153,TAQUERIA EL CHINITO,76001,0.3367,496,Hector Giron,167,60,Panel,2,500,x,x,x
10-02-17,10000027,TAQUERIA EL CHINITO,76002,0.2664,795,Fernando Mariano Berrio,211.75,60,Camion Pequeño,2,800,x, ,x
10-02-17,10000258,TIENDA LA BENDICION,76001,0.2917,1126,Felipe Villatoro,328.5,90,Camion Grande,3,1200,x, , 
10-02-17,10000325,"SPORTA, S.A.",76001,0.4009,212,Pedro Alvarez Parejo,85,60,Panel,0,300,x, , 
10-02-17,10000572,UBIQUO LABS,76001,0.2534,1481,Hector Giron,375.25,90,Camion Grande,2,1500,x,x,x
10-02-17,10001119,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.3557,227,Hector Aragones Frutos,80.75,60,Panel,0,300,x, ,x
10-02-17,10001446,UBIQUO LABS,76002,0.274,1919,Felipe Villatoro,525.75,30,Camion Grande,,2000, , ,x
10-02-17,10001997,EL PINCHE OBELISCO,76002,0.2763,1025,Angel Valdez Alegria,283.25,90,Camion Grande,5,1100,x, ,x
10-02-17,10002080,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2693,1557,Juan Francisco Portillo Gomez,419.25,60,Camion Grande,4,1600,x,x, 
11-02-17,10000039,BAR LA OFICINA,76001,0.2783,1589,Hector Aragones Frutos,442.25,30,Camion Grande,4,1600,x,x,x
11-02-17,10000360,POLLO PINULITO,76001,0.2716,970,Ismael Rodero Monteagudo,263.5,90,Camion Pequeño,4,1000, ,x,x
11-02-17,10001024,UBIQUO LABS / Ajuste,76002,,1783,Ismael Rodero Monteagudo,452.75,90,Camion Grande,5,1800,x,x, 
11-02-17,10001056,TIENDA LA BENDICION,76002,0.2753,1660,Luis Jaime Urbano,457,30,Camion Grande,3,1700,x, ,x
11-02-17,10001730,UBIQUO LABS,76001,0.2624,1940,Pedro Alvarez Parejo,509,60,Camion Grande,0,2000,x, ,x
11-02-17,10001890,BAR LA OFICINA,76001,0.2864,550,Juan Francisco Portillo Gomez,157.5,30,Camion Pequeño,,600, , ,x
11-02-17,10002178,UBIQUO LABS,76002,0.2735,1743,Juan Francisco Portillo Gomez,476.75,90,Camion Grande,3,1800,x,x,x
12-02-17,10000256,HOSPITAL ROOSEVELT,76002,0.348,347,Fernando Mariano Berrio,120.75,60,Panel,,400, , , 
12-02-17,10000467,TAQUERIA EL CHINITO,76001,0.2636,1327,Felipe Villatoro,349.75,90,Camion Grande,,1400,x, ,x
12-02-17,10000859,UBIQUO LABS,76001,0.26,1902,Fernando Mariano Berrio,494.5,60,Camion Grande,5,2000, , ,x
12-02-17,10001530,HOSPITAL ROOSEVELT,76002,0.3521,333,Pedro Alvarez Parejo,117.25,60,Panel,2,400,x,x,x
12-02-17,10001696,TIENDA LA BENDICION,76002,0.2667,1740,Felipe Villatoro,464,60,Camion Grande,0,1800,x,x,x
12-02-17,10002150,POLLO PINULITO,76001,0.2844,1397,Angel Valdez Alegria,397.25,60,Camion Grande,0,1400,x,x,x
13-02-17,10000072,TIENDA LA BENDICION,76002,0.2771,958,Ismael Rodero Monteagudo,265.5,90,Camion Pequeño,4,1000,x, ,x
13-02-17,10000374,HOSPITAL LAS AMERICAS,76002,0.2699,402,Luis Jaime Urbano,108.5,30,Panel,5,500,x,x,x
13-02-17,10000780,BAR LA OFICINA,76002,0.2773,954,Hector Aragones Frutos,264.5,30,Camion Pequeño,4,1000, , ,x
13-02-17,10001447,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2521,1429,Hector Giron,360.25,30,Camion Grande,1,1500,x, ,x
13-02-17,10001571,"SPORTA, S.A.",76002,0.2623,1540,Angel Valdez Alegria,404,30,Camion Grande,,1600, ,x,x
13-02-17,10001847,BAR LA OFICINA,76001,0.2589,1919,Hector Aragones Frutos,496.75,30,Camion Grande,5,2000,x, ,x
13-02-17,10002096,CHICHARRONERIA EL RICO COLESTEROL,76002,0.269,683,Luis Jaime Urbano,183.75,30,Camion Pequeño,,700,x, ,x
13-02-17,10002170,POLLO PINULITO,76001,0.2615,1564,Juan Francisco Portillo Gomez,409,90,Camion Grande,4,1600, , ,x
14-02-17,10000275,TAQUERIA EL CHINITO,76001,0.3175,252,Luis Jaime Urbano,80,30,Panel,5,300,x, ,x
14-02-17,10000762,TIENDA LA BENDICION,76002,0.2944,945,Angel Valdez Alegria,278.25,90,Camion Pequeño,4,1000, ,x,x
14-02-17,10001047,TAQUERIA EL CHINITO,76001,0.2802,1326,Angel Valdez Alegria,371.5,60,Camion Grande,2,1400, ,x,x
14-02-17,10001538,ABARROTERIA EBENEZER,76001,0.2724,1653,Ismael Rodero Monteagudo,450.25,60,Camion Grande,,1700, ,x,x
14-02-17,10001632,ABARROTERIA EBENEZER,76001,0.3589,257,Hector Aragones Frutos,92.25,90,Panel,1,300,x,x,x
14-02-17,10001902,TIENDA LA BENDICION,76001,0.3091,254,Pedro Alvarez Parejo,78.5,30,Panel,4,300,x, ,x
15-02-17,10000114,HOSPITAL ROOSEVELT,76002,0.2836,1070,Juan Francisco Portillo Gomez,303.5,90,Camion Grande,0,1100,x, ,x
15-02-17,10000638,EL PINCHE OBELISCO / Ajuste,76001,,813,Fernando Mariano Berrio,252.25,90,Camion Pequeño,3,900, , ,x
15-02-17,10001517,"SPORTA, S.A.",76001,0.2667,1914,Pedro Alvarez Parejo,510.5,60,Camion Grande,0,2000,x, ,x
15-02-17,10001520,TIENDA LA BENDICION,76002,0.2662,1424,Hector Giron,379,60,Camion Grande,4,1500,x, ,x
15-02-17,10002177,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2751,995,Luis Jaime Urbano,273.75,60,Camion Pequeño,,1000,x, ,x
16-02-17,10000316,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2622,1227,Luis Jaime Urbano,321.75,60,Camion Grande,1,1300,x,x,x
16-02-17,10000472,HOSPITAL ROOSEVELT,76002,0.2598,1639,Ismael Rodero Monteagudo,425.75,60,Camion Grande,4,1700,x, , 
16-02-17,10001001,TIENDA LA BENDICION,76001,0.2535,1411,Felipe Villatoro,357.75,90,Camion Grande,1,1500, ,x,x
16-02-17,10001006,BAR LA OFICINA,76002,0.2631,1221,Hector Giron,321.25,90,Camion Grande,5,1300,x, ,x
16-02-17,10001165,UBIQUO LABS / Ajuste,76001,,530,Luis Jaime Urbano,169.5,60,Camion Pequeño,3,600,x,x,x
16-02-17,10001389,TAQUERIA EL CHINITO,76002,0.2791,1134,Juan Francisco Portillo Gomez,316.5,60,Camion Grande,1,1200,x, ,x
16-02-17,10001594,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2518,1664,Ismael Rodero Monteagudo,419,30,Camion Grande,4,1700,x,x,x
16-02-17,10001740,TAQUERIA EL CHINITO,76002,0.2878,1138,Hector Aragones Frutos,327.5,60,Camion Grande,1,1200,x, ,x
16-02-17,10001784,CHICHARRONERIA EL RICO COLESTEROL,76001,0.3205,511,Ismael Rodero Monteagudo,163.75,30,Camion Pequeño,,600,x, ,x
16-02-17,10001838,TIENDA LA BENDICION,76002,0.2688,1437,Pedro Alvarez Parejo,386.25,60,Camion Grande,1,1500,x, ,x
17-02-17,10000386,CHICHARRONERIA EL RICO COLESTEROL,76002,0.2875,373,Fernando Mariano Berrio,107.25,60,Panel,2,400, , ,x
17-02-17,10000632,UBIQUO LABS,76002,0.2784,1481,Hector Aragones Frutos,412.25,30,Camion Grande,,1500,x,x,x
17-02-17,10001358,HOSPITAL ROOSEVELT,76002,0.2807,1303,Luis Jaime Urbano,365.75,60,Camion Grande,5,1400,x,x,x
17-02-17,10001693,HOSPITAL ROOSEVELT,76001,0.2876,1169,Hector Aragones Frutos,336.25,30,Camion Grande,0,1200, , , 
18-02-17,10000121,ABARROTERIA EBENEZER,76001,0.2728,1668,Hector Giron,455,60,Camion Grande,1,1700,x, ,x
18-02-17,10000268,TAQUERIA EL CHINITO,76001,0.2741,788,Ismael Rodero Monteagudo,216,30,Camion Pequeño,3,800,x,x,x
18-02-17,10000920,TAQUERIA EL CHINITO,76002,0.2624,885,Felipe Villatoro,232.25,60,Camion Pequeño,4,900, , , 
18-02-17,10001114,HOSPITAL ROOSEVELT,76002,0.2694,1029,Luis Jaime Urbano,277.25,30,Camion Grande,3,1100,x, ,x
18-02-17,10001742,TIENDA LA BENDICION,76002,0.3029,435,Pedro Alvarez Parejo,131.75,60,Panel,3,500, ,x,x
19-02-17,10000682,HOSPITAL LAS AMERICAS,76002,0.3005,733,Luis Jaime Urbano,220.25,60,Camion Pequeño,1,800, , ,x
19-02-17,10001477,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.262,1835,Fernando Mariano Berrio,480.75,60,Camion Grande,0,1900, , , 
19-02-17,10001810,TAQUERIA EL CHINITO,76002,0.3271,571,Juan Francisco Portillo Gomez,186.75,30,Camion Pequeño,0,600,x,x, 
19-02-17,10001964,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2758,1819,Felipe Villatoro,501.75,30,Camion Grande,,1900,x,x,x
20-02-17,10000115,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2697,710,Fernando Mariano Berrio,191.5,60,Camion Pequeño,2,800,x, ,x
20-02-17,10000714,ABARROTERIA EBENEZER,76001,0.29,800,Felipe Villatoro,232,60,Camion Pequeño,4,800,x,x,x
20-02-17,10001508,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2595,945,Angel Valdez Alegria,245.25,30,Camion Pequeño,4,1000,x, ,x
20-02-17,10001946,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.3275,374,Fernando Mariano Berrio,122.5,90,Panel,5,400, , ,x
21-02-17,10000016,EL PINCHE OBELISCO,76002,0.2575,1325,Luis Jaime Urbano,341.25,30,Camion Grande,3,1400,x,x,x
21-02-17,10000154,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2576,1575,Felipe Villatoro,405.75,30,Camion Grande,2,1600,x,x,x
21-02-17,10000488,EL PINCHE OBELISCO,76001,0.2648,1285,Angel Valdez Alegria,340.25,60,Camion Grande,4,1300,x, ,x
21-02-17,10000620,HOSPITAL ROOSEVELT,76002,0.2776,326,Juan Francisco Portillo Gomez,90.5,60,Panel,2,400,x, ,x
21-02-17,10000949,POLLO PINULITO,76001,0.2847,1212,Juan Francisco Portillo Gomez,345,30,Camion Grande,5,1300, , , 
21-02-17,10001502,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2712,1793,Ismael Rodero Monteagudo,486.25,30,Camion Grande,1,1800, ,x,x
21-02-17,10001651,TAQUERIA EL CHINITO,76001,0.2876,984,Hector Aragones Frutos,283,30,Camion Pequeño,1,1000, ,x,x
21-02-17,10001866,TIENDA LA BENDICION,76001,0.2515,1366,Angel Valdez Alegria,343.5,30,Camion Grande,5,1400,x, , 
22-02-17,10000109,UBIQUO LABS,76001,0.2548,835,Hector Giron,212.75,30,Camion Pequeño,3,900, , ,x
22-02-17,10001130,UBIQUO LABS,76002,0.2843,1342,Juan Francisco Portillo Gomez,381.5,90,Camion Grande,1,1400,x,x,x
22-02-17,10001201,TIENDA LA BENDICION,76001,0.3674,247,Felipe Villatoro,90.75,30,Panel,0,300,x, ,x
22-02-17,10001296,UBIQUO LABS,76002,0.2707,1840,Ismael Rodero Monteagudo,498,60,Camion Grande,4,1900, , , 
22-02-17,10001527,"SPORTA, S.A.",76002,0.4337,245,Luis Jaime Urbano,106.25,30,Panel,0,300, ,x,x
22-02-17,10001743,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2786,1330,Juan Francisco Portillo Gomez,370.5,60,Camion Grande,2,1400, ,x,x
22-02-17,10001994,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2528,1055,Felipe Villatoro,266.75,90,Camion Grande,3,1100,x, ,x
23-02-17,10000520,POLLO PINULITO,76002,0.3897,229,Fernando Mariano Berrio,89.25,90,Panel,1,300,x,x, 
23-02-17,10000554,EL PINCHE OBELISCO,76001,0.2902,772,Luis Jaime Urbano,224,30,Camion Pequeño,,800,x,x,x
24-02-17,10000235,ABARROTERIA EBENEZER,76002,0.3083,206,Juan Francisco Portillo Gomez,63.5,90,Panel,5,300,x,x,x
24-02-17,10000430,TAQUERIA EL CHINITO,76001,0.2776,833,Ismael Rodero Monteagudo,231.25,30,Camion Pequeño,1,900,x, ,x
24-02-17,10000710,HOSPITAL ROOSEVELT,76001,0.2769,930,Felipe Villatoro,257.5,60,Camion Pequeño,5,1000, , ,x
24-02-17,10000858,CHICHARRONERIA EL RICO COLESTEROL,76001,0.3,340,Luis Jaime Urbano,102,30,Panel,1,400,x,x,x
24-02-17,10000900,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2565,1833,Hector Aragones Frutos,470.25,90,Camion Grande,3,1900,x, ,x
24-02-17,10001054,TAQUERIA EL CHINITO,76002,0.3093,776,Angel Valdez Alegria,240,60,Camion Pequeño,3,800,x, ,x
24-02-17,10001166,TAQUERIA EL CHINITO,76002,0.3538,453,Felipe Villatoro,160.25,90,Panel,,500,x,x,x
24-02-17,10001515,HOSPITAL ROOSEVELT,76001,0.2609,1196,Fernando Mariano Berrio,312,90,Camion Grande,3,1200, , ,x
24-02-17,10001597,"SPORTA, S.A.",76002,0.2571,1407,Felipe Villatoro,361.75,90,Camion Grande,2,1500,x, ,x
25-02-17,10000232,TIENDA LA BENDICION,76001,0.2878,291,Fernando Mariano Berrio,83.75,30,Panel,1,300, , ,x
